2024-05-05 18:39:07,460 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:39:08,464 - WARNING  12162 --- [bvdk_scraper.py:151] | No table on page Bremen - 2024
2024-05-05 18:39:08,464 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Hamburg - 2024
2024-05-05 18:39:09,886 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:39:10,132 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Hamburg']
2024-05-05 18:39:12,134 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:39:12,137 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:39:13,141 - WARNING  12162 --- [bvdk_scraper.py:151] | No table on page Hamburg - 2024
2024-05-05 18:39:13,141 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Hessen - 2024
2024-05-05 18:39:14,549 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:39:14,796 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Hessen']
2024-05-05 18:39:16,798 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:39:16,801 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:39:18,054 - DEBUG    12162 --- [bvdk_scraper.py:149] | table done
2024-05-05 18:39:19,011 - DEBUG    12162 --- [bvdk_scraper.py:184] | Hessen done - [9 competitions]
2024-05-05 18:39:19,012 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Mecklenburg-Vorpommern - 2024
2024-05-05 18:39:20,434 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:39:20,681 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Mecklenburg-Vorpommern']
2024-05-05 18:39:22,683 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:39:22,685 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:39:23,810 - DEBUG    12162 --- [bvdk_scraper.py:149] | table done
2024-05-05 18:39:24,242 - DEBUG    12162 --- [bvdk_scraper.py:184] | Mecklenburg-Vorpommern done - [4 competitions]
2024-05-05 18:39:24,242 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Niedersachsen - 2024
2024-05-05 18:39:25,692 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:39:25,948 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Niedersachsen']
2024-05-05 18:39:27,950 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:39:27,953 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:39:29,099 - DEBUG    12162 --- [bvdk_scraper.py:149] | table done
2024-05-05 18:39:29,710 - DEBUG    12162 --- [bvdk_scraper.py:184] | Niedersachsen done - [6 competitions]
2024-05-05 18:39:29,710 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Nordrhein-Westfalen - 2024
2024-05-05 18:39:31,154 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:39:31,405 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Nordrhein-Westfalen']
2024-05-05 18:39:33,407 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:39:33,410 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:39:34,683 - DEBUG    12162 --- [bvdk_scraper.py:149] | table done
2024-05-05 18:39:35,863 - DEBUG    12162 --- [bvdk_scraper.py:184] | Nordrhein-Westfalen done - [12 competitions]
2024-05-05 18:39:35,863 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Rheinland-Pfalz - 2024
2024-05-05 18:39:37,312 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:39:37,565 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Rheinland-Pfalz']
2024-05-05 18:39:39,567 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:39:39,570 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:39:40,628 - DEBUG    12162 --- [bvdk_scraper.py:149] | table done
2024-05-05 18:39:40,790 - DEBUG    12162 --- [bvdk_scraper.py:184] | Rheinland-Pfalz done - [1 competitions]
2024-05-05 18:39:40,790 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Saarland - 2024
2024-05-05 18:39:42,199 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:39:42,445 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Saarland']
2024-05-05 18:39:44,447 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:39:44,450 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:39:45,454 - WARNING  12162 --- [bvdk_scraper.py:151] | No table on page Saarland - 2024
2024-05-05 18:39:45,454 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Sachsen - 2024
2024-05-05 18:39:46,872 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:39:47,123 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Sachsen']
2024-05-05 18:39:49,125 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:39:49,129 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:39:50,368 - DEBUG    12162 --- [bvdk_scraper.py:149] | table done
2024-05-05 18:39:51,216 - DEBUG    12162 --- [bvdk_scraper.py:184] | Sachsen done - [8 competitions]
2024-05-05 18:39:51,217 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Sachsen-Anhalt - 2024
2024-05-05 18:39:52,661 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:39:52,912 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Sachsen-Anhalt']
2024-05-05 18:39:54,915 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:39:54,917 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:39:56,059 - DEBUG    12162 --- [bvdk_scraper.py:149] | table done
2024-05-05 18:39:56,494 - DEBUG    12162 --- [bvdk_scraper.py:184] | Sachsen-Anhalt done - [4 competitions]
2024-05-05 18:39:56,494 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Schleswig-Holstein - 2024
2024-05-05 18:39:57,913 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:39:58,173 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Schleswig-Holstein']
2024-05-05 18:40:00,175 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:40:00,178 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:40:01,377 - DEBUG    12162 --- [bvdk_scraper.py:149] | table done
2024-05-05 18:40:02,129 - DEBUG    12162 --- [bvdk_scraper.py:184] | Schleswig-Holstein done - [7 competitions]
2024-05-05 18:40:02,129 - DEBUG    12162 --- [bvdk_scraper.py:124] | Scraping Thüringen - 2024
2024-05-05 18:40:03,572 - DEBUG    12162 --- [bvdk_scraper.py:128] | selected: []
2024-05-05 18:40:03,818 - DEBUG    12162 --- [bvdk_scraper.py:138] | select now: ['Thüringen']
2024-05-05 18:40:05,820 - DEBUG    12162 --- [bvdk_scraper.py:140] | wait for throbber...
2024-05-05 18:40:05,823 - DEBUG    12162 --- [bvdk_scraper.py:143] | continue...
2024-05-05 18:40:07,049 - DEBUG    12162 --- [bvdk_scraper.py:149] | table done
2024-05-05 18:40:07,983 - DEBUG    12162 --- [bvdk_scraper.py:184] | Thüringen done - [9 competitions]
